series,code,,set_name,supertype,rarity,card_number,card_title,pokemon,release_date,normal_price,holo_price,rev_holo_price,price
Sword & Shield,,swsh7-108,Evolving Skies,Pokémon,Uncommon,108,Shelgon,372,8/27/2021,0.05,,0.11,0.11
Sword & Shield,,swsh7-109,Evolving Skies,Pokémon,Rare Holo,109,Salamence,373,8/27/2021,,0.54,0.7,0.7
Sword & Shield,,swsh7-110,Evolving Skies,Pokémon,Rare Holo V,110,Rayquaza V,384,8/27/2021,,1.59,,1.59
Sword & Shield,,swsh7-111,Evolving Skies,Pokémon,Rare Holo VMAX,111,Rayquaza VMAX,384,8/27/2021,,10.95,,10.95
Sword & Shield,,swsh7-112,Evolving Skies,Pokémon,Rare Holo,112,Dialga,483,8/27/2021,,0.26,0.35,0.35
Sword & Shield,,swsh7-113,Evolving Skies,Pokémon,Common,113,Deino,633,8/27/2021,0.05,,0.14,0.14
Sword & Shield,,swsh7-114,Evolving Skies,Pokémon,Uncommon,114,Zweilous,634,8/27/2021,0.04,,0.16,0.16
Sword & Shield,,swsh7-115,Evolving Skies,Pokémon,Rare Holo,115,Hydreigon,635,8/27/2021,,0.42,0.47,0.47
Sword & Shield,,swsh7-116,Evolving Skies,Pokémon,Rare Holo,116,Kyurem,646,8/27/2021,,0.31,0.45,0.45
Sword & Shield,,swsh7-117,Evolving Skies,Pokémon,Rare Holo V,117,Noivern V,715,8/27/2021,,1.1,,1.1
Sword & Shield,,swsh7-118,Evolving Skies,Pokémon,Rare Holo,118,Zygarde,718,8/27/2021,,0.26,0.44,0.44
Sword & Shield,,swsh7-119,Evolving Skies,Pokémon,Rare,119,Drampa,780,8/27/2021,0.1,,0.17,0.17
Sword & Shield,,swsh7-120,Evolving Skies,Pokémon,Rare,120,Flapple,841,8/27/2021,0.07,,0.15,0.15
Sword & Shield,,swsh7-121,Evolving Skies,Pokémon,Rare,121,Appletun,842,8/27/2021,0.09,,0.21,0.21
Sword & Shield,,swsh7-122,Evolving Skies,Pokémon,Rare Holo V,122,Duraludon V,884,8/27/2021,,1.14,,1.14
Sword & Shield,,swsh7-123,Evolving Skies,Pokémon,Rare Holo VMAX,123,Duraludon VMAX,884,8/27/2021,,4.05,,4.05
Sword & Shield,,swsh7-124,Evolving Skies,Pokémon,Rare Holo,124,Regidrago,,8/27/2021,,0.48,0.79,0.79
Sword & Shield,,swsh7-125,Evolving Skies,Pokémon,Common,125,Eevee,133,8/27/2021,0.07,,0.19,0.19
Sword & Shield,,swsh7-126,Evolving Skies,Pokémon,Common,126,Teddiursa,216,8/27/2021,0.03,,0.14,0.14
Sword & Shield,,swsh7-127,Evolving Skies,Pokémon,Uncommon,127,Ursaring,217,8/27/2021,0.05,,0.15,0.15
Sword & Shield,,swsh7-128,Evolving Skies,Pokémon,Rare,128,Smeargle,235,8/27/2021,0.09,,0.41,0.41
Sword & Shield,,swsh7-129,Evolving Skies,Pokémon,Common,129,Slakoth,287,8/27/2021,0.03,,0.16,0.16
Sword & Shield,,swsh7-130,Evolving Skies,Pokémon,Uncommon,130,Vigoroth,288,8/27/2021,0.04,,0.11,0.11
Sword & Shield,,swsh7-131,Evolving Skies,Pokémon,Rare Holo,131,Slaking,289,8/27/2021,,0.25,0.34,0.34
Sword & Shield,,swsh7-132,Evolving Skies,Pokémon,Common,132,Swablu,333,8/27/2021,0.03,,0.19,0.19
Sword & Shield,,swsh7-133,Evolving Skies,Pokémon,Common,133,Lillipup,506,8/27/2021,0.04,,0.15,0.15
Sword & Shield,,swsh7-134,Evolving Skies,Pokémon,Uncommon,134,Herdier,507,8/27/2021,0.03,,0.12,0.12
Sword & Shield,,swsh7-135,Evolving Skies,Pokémon,Rare,135,Stoutland,508,8/27/2021,0.08,,0.18,0.18
Sword & Shield,,swsh7-136,Evolving Skies,Pokémon,Common,136,Rufflet,627,8/27/2021,0.04,,0.15,0.15
Sword & Shield,,swsh7-137,Evolving Skies,Pokémon,Uncommon,137,Braviary,628,8/27/2021,0.04,,0.14,0.14
Sword & Shield,,swsh7-138,Evolving Skies,Pokémon,Common,138,Fletchling,661,8/27/2021,0.03,,0.12,0.12
Sword & Shield,,swsh7-139,Evolving Skies,Pokémon,Uncommon,139,Fletchinder,662,8/27/2021,0.03,,0.12,0.12
Sword & Shield,,swsh7-140,Evolving Skies,Pokémon,Rare,140,Talonflame,663,8/27/2021,0.06,,0.41,0.41
Sword & Shield,,swsh7-141,Evolving Skies,Trainer,Uncommon,141,Aroma Lady,,8/27/2021,0.04,,0.12,0.12
Sword & Shield,,swsh7-142,Evolving Skies,Trainer,Uncommon,142,Boost Shake,,8/27/2021,0.08,,0.18,0.18
Sword & Shield,,swsh7-143,Evolving Skies,Trainer,Uncommon,143,Copycat,,8/27/2021,0.08,,0.12,0.12
Sword & Shield,,swsh7-144,Evolving Skies,Trainer,Uncommon,144,Crystal Cave,,8/27/2021,0.22,,0.27,0.27
Sword & Shield,,swsh7-145,Evolving Skies,Trainer,Uncommon,145,Digging Gloves,,8/27/2021,0.02,,0.13,0.13
Sword & Shield,,swsh7-146,Evolving Skies,Trainer,Uncommon,146,Dream Ball,,8/27/2021,0.06,,0.14,0.14
Sword & Shield,,swsh7-147,Evolving Skies,Trainer,Uncommon,147,Elemental Badge,,8/27/2021,0.13,,0.23,0.23
Sword & Shield,,swsh7-148,Evolving Skies,Trainer,Uncommon,148,Full Face Guard,,8/27/2021,0.1,,0.15,0.15
Sword & Shield,,swsh7-149,Evolving Skies,Trainer,Uncommon,149,Gordie,,8/27/2021,0.06,,0.12,0.12
Sword & Shield,,swsh7-150,Evolving Skies,Trainer,Uncommon,150,Lucky Ice Pop,,8/27/2021,0.11,,0.21,0.21
Sword & Shield,,swsh7-151,Evolving Skies,Trainer,Uncommon,151,Moon & Sun Badge,,8/27/2021,0.05,,0.15,0.15
Sword & Shield,,swsh7-152,Evolving Skies,Trainer,Uncommon,152,Raihan,,8/27/2021,0.26,,0.36,0.36
Sword & Shield,,swsh7-153,Evolving Skies,Trainer,Uncommon,153,Rapid Strike Scroll of the Flying Dragon,,8/27/2021,0.05,,0.16,0.16
Sword & Shield,,swsh7-154,Evolving Skies,Trainer,Uncommon,154,Rescue Carrier,,8/27/2021,0.14,,0.19,0.19
Sword & Shield,,swsh7-155,Evolving Skies,Trainer,Uncommon,155,Ribbon Badge,,8/27/2021,0.06,,0.16,0.16
Sword & Shield,,swsh7-156,Evolving Skies,Trainer,Uncommon,156,Rubber Gloves,,8/27/2021,0.04,,0.11,0.11
Sword & Shield,,swsh7-157,Evolving Skies,Trainer,Uncommon,157,Shopping Center,,8/27/2021,0.06,,0.12,0.12
Sword & Shield,,swsh7-158,Evolving Skies,Trainer,Uncommon,158,Single Strike Scroll of the Fanged Dragon,,8/27/2021,0.04,,0.17,0.17
Sword & Shield,,swsh7-159,Evolving Skies,Trainer,Uncommon,159,Snow Leaf Badge,,8/27/2021,0.04,,0.15,0.15
Sword & Shield,,swsh7-160,Evolving Skies,Trainer,Uncommon,160,Spirit Mask,,8/27/2021,0.07,,0.14,0.14
Sword & Shield,,swsh7-161,Evolving Skies,Trainer,Uncommon,161,Stormy Mountains,,8/27/2021,0.16,,0.24,0.24
Sword & Shield,,swsh7-162,Evolving Skies,Trainer,Uncommon,162,Switching Cups,,8/27/2021,0.04,,0.13,0.13
Sword & Shield,,swsh7-163,Evolving Skies,Trainer,Uncommon,163,Toy Catcher,,8/27/2021,0.04,,0.13,0.13
Sword & Shield,,swsh7-164,Evolving Skies,Trainer,Uncommon,164,Zinnia's Resolve,,8/27/2021,0.11,,0.25,0.25
Sword & Shield,,swsh7-165,Evolving Skies,Energy,Uncommon,165,Treasure Energy,,8/27/2021,0.04,,0.11,0.11
Sword & Shield,,swsh7-166,Evolving Skies,Pokémon,Rare Ultra,166,Leafeon V,470,8/27/2021,,12.67,,12.67
Sword & Shield,,swsh7-167,Evolving Skies,Pokémon,Rare Ultra,167,Leafeon V,470,8/27/2021,,46.18,,46.18
Sword & Shield,,swsh7-168,Evolving Skies,Pokémon,Rare Ultra,168,Trevenant V,709,8/27/2021,,4.25,,4.25
Sword & Shield,,swsh7-169,Evolving Skies,Pokémon,Rare Ultra,169,Flareon V,136,8/27/2021,,12.27,,12.27
Sword & Shield,,swsh7-170,Evolving Skies,Pokémon,Rare Ultra,170,Volcarona V,637,8/27/2021,,5.94,,5.94
Sword & Shield,,swsh7-171,Evolving Skies,Pokémon,Rare Ultra,171,Gyarados V,130,8/27/2021,,9.16,,9.16
Sword & Shield,,swsh7-172,Evolving Skies,Pokémon,Rare Ultra,172,Vaporeon V,134,8/27/2021,,14.09,,14.09
Sword & Shield,,swsh7-173,Evolving Skies,Pokémon,Rare Ultra,173,Suicune V,245,8/27/2021,,17.17,,17.17
Sword & Shield,,swsh7-174,Evolving Skies,Pokémon,Rare Ultra,174,Glaceon V,471,8/27/2021,,12.19,,12.19
Sword & Shield,,swsh7-175,Evolving Skies,Pokémon,Rare Ultra,175,Glaceon V,471,8/27/2021,,52.21,,52.21
Sword & Shield,,swsh7-176,Evolving Skies,Pokémon,Rare Ultra,176,Arctovish V,883,8/27/2021,,2.92,,2.92
Sword & Shield,,swsh7-177,Evolving Skies,Pokémon,Rare Ultra,177,Jolteon V,135,8/27/2021,,17.49,,17.49
Sword & Shield,,swsh7-178,Evolving Skies,Pokémon,Rare Ultra,178,Dracozolt V,880,8/27/2021,,4.67,,4.67
Sword & Shield,,swsh7-179,Evolving Skies,Pokémon,Rare Ultra,179,Espeon V,196,8/27/2021,,13.74,,13.74
Sword & Shield,,swsh7-180,Evolving Skies,Pokémon,Rare Ultra,180,Espeon V,196,8/27/2021,,52.69,,52.69
Sword & Shield,,swsh7-181,Evolving Skies,Pokémon,Rare Ultra,181,Golurk V,623,8/27/2021,,4.49,,4.49
Sword & Shield,,swsh7-182,Evolving Skies,Pokémon,Rare Ultra,182,Golurk V,623,8/27/2021,,19.9,,19.9
Sword & Shield,,swsh7-183,Evolving Skies,Pokémon,Rare Ultra,183,Sylveon V,700,8/27/2021,,15.67,,15.67
Sword & Shield,,swsh7-184,Evolving Skies,Pokémon,Rare Ultra,184,Sylveon V,700,8/27/2021,,50.92,,50.92
Sword & Shield,,swsh7-185,Evolving Skies,Pokémon,Rare Ultra,185,Medicham V,308,8/27/2021,,4.2,,4.2
Sword & Shield,,swsh7-186,Evolving Skies,Pokémon,Rare Ultra,186,Medicham V,308,8/27/2021,,15.3,,15.3
Sword & Shield,,swsh7-187,Evolving Skies,Pokémon,Rare Ultra,187,Lycanroc V,745,8/27/2021,,5,,5
Sword & Shield,,swsh7-188,Evolving Skies,Pokémon,Rare Ultra,188,Umbreon V,197,8/27/2021,,19.04,,19.04
Sword & Shield,,swsh7-189,Evolving Skies,Pokémon,Rare Ultra,189,Umbreon V,197,8/27/2021,,81.59,,81.59
Sword & Shield,,swsh7-190,Evolving Skies,Pokémon,Rare Ultra,190,Garbodor V,569,8/27/2021,,4,,4
Sword & Shield,,swsh7-191,Evolving Skies,Pokémon,Rare Ultra,191,Dragonite V,149,8/27/2021,,16.12,,16.12
Sword & Shield,,swsh7-192,Evolving Skies,Pokémon,Rare Ultra,192,Dragonite V,149,8/27/2021,,70.17,,70.17
Sword & Shield,,swsh7-193,Evolving Skies,Pokémon,Rare Ultra,193,Rayquaza V,384,8/27/2021,,15.71,,15.71
Sword & Shield,,swsh7-194,Evolving Skies,Pokémon,Rare Ultra,194,Rayquaza V,384,8/27/2021,,77.85,,77.85
Sword & Shield,,swsh7-195,Evolving Skies,Pokémon,Rare Ultra,195,Noivern V,715,8/27/2021,,5.08,,5.08
Sword & Shield,,swsh7-196,Evolving Skies,Pokémon,Rare Ultra,196,Noivern V,715,8/27/2021,,29.67,,29.67
Sword & Shield,,swsh7-197,Evolving Skies,Pokémon,Rare Ultra,197,Duraludon V,884,8/27/2021,,4.74,,4.74
Sword & Shield,,swsh7-198,Evolving Skies,Pokémon,Rare Ultra,198,Duraludon V,884,8/27/2021,,19.03,,19.03
Sword & Shield,,swsh7-199,Evolving Skies,Trainer,Rare Ultra,199,Aroma Lady,,8/27/2021,,13.12,,13.12
Sword & Shield,,swsh7-200,Evolving Skies,Trainer,Rare Ultra,200,Copycat,,8/27/2021,,3.72,,3.72
Sword & Shield,,swsh7-201,Evolving Skies,Trainer,Rare Ultra,201,Gordie,,8/27/2021,,5.69,,5.69
Sword & Shield,,swsh7-202,Evolving Skies,Trainer,Rare Ultra,202,Raihan,,8/27/2021,,18.57,,18.57
Sword & Shield,,swsh7-203,Evolving Skies,Trainer,Rare Ultra,203,Zinnia's Resolve,,8/27/2021,,7.87,,7.87
Sword & Shield,,swsh7-204,Evolving Skies,Pokémon,Rare Rainbow,204,Leafeon VMAX,470,8/27/2021,,19.13,,19.13
Sword & Shield,,swsh7-205,Evolving Skies,Pokémon,Rare Rainbow,205,Leafeon VMAX,470,8/27/2021,,75.91,,75.91
Sword & Shield,,swsh7-206,Evolving Skies,Pokémon,Rare Rainbow,206,Trevenant VMAX,709,8/27/2021,,6.46,,6.46
Sword & Shield,,swsh7-207,Evolving Skies,Pokémon,Rare Rainbow,207,Gyarados VMAX,130,8/27/2021,,17.31,,17.31
Sword & Shield,,swsh7-208,Evolving Skies,Pokémon,Rare Rainbow,208,Glaceon VMAX,471,8/27/2021,,16.66,,16.66
Sword & Shield,,swsh7-209,Evolving Skies,Pokémon,Rare Rainbow,209,Glaceon VMAX,471,8/27/2021,,82.1,,82.1
Sword & Shield,,swsh7-210,Evolving Skies,Pokémon,Rare Rainbow,210,Dracozolt VMAX,880,8/27/2021,,7.39,,7.39
Sword & Shield,,swsh7-211,Evolving Skies,Pokémon,Rare Rainbow,211,Sylveon VMAX,700,8/27/2021,,25.51,,25.51
Sword & Shield,,swsh7-212,Evolving Skies,Pokémon,Rare Rainbow,212,Sylveon VMAX,700,8/27/2021,,89.59,,89.59
Sword & Shield,,swsh7-213,Evolving Skies,Pokémon,Rare Rainbow,213,Lycanroc VMAX,745,8/27/2021,,9.99,,9.99
Sword & Shield,,swsh7-214,Evolving Skies,Pokémon,Rare Rainbow,214,Umbreon VMAX,197,8/27/2021,,27.94,,27.94
Sword & Shield,,swsh7-215,Evolving Skies,Pokémon,Rare Rainbow,215,Umbreon VMAX,197,8/27/2021,,178.34,,178.34
Sword & Shield,,swsh7-216,Evolving Skies,Pokémon,Rare Rainbow,216,Garbodor VMAX,569,8/27/2021,,6.71,,6.71
Sword & Shield,,swsh7-217,Evolving Skies,Pokémon,Rare Rainbow,217,Rayquaza VMAX,384,8/27/2021,,40.61,,40.61
Sword & Shield,,swsh7-218,Evolving Skies,Pokémon,Rare Rainbow,218,Rayquaza VMAX,384,8/27/2021,,156.93,,156.93
Sword & Shield,,swsh7-219,Evolving Skies,Pokémon,Rare Rainbow,219,Duraludon VMAX,884,8/27/2021,,8.87,,8.87
Sword & Shield,,swsh7-220,Evolving Skies,Pokémon,Rare Rainbow,220,Duraludon VMAX,884,8/27/2021,,26.63,,26.63
Sword & Shield,,swsh7-221,Evolving Skies,Trainer,Rare Rainbow,221,Aroma Lady,,8/27/2021,,8.22,,8.22
Sword & Shield,,swsh7-222,Evolving Skies,Trainer,Rare Rainbow,222,Copycat,,8/27/2021,,6.12,,6.12
Sword & Shield,,swsh7-223,Evolving Skies,Trainer,Rare Rainbow,223,Gordie,,8/27/2021,,4.72,,4.72
Sword & Shield,,swsh7-224,Evolving Skies,Trainer,Rare Rainbow,224,Raihan,,8/27/2021,,9.21,,9.21
Sword & Shield,,swsh7-225,Evolving Skies,Trainer,Rare Rainbow,225,Zinnia's Resolve,,8/27/2021,,9.5,,9.5
Sword & Shield,,swsh7-226,Evolving Skies,Pokémon,Rare Secret,226,Froslass,478,8/27/2021,,12.91,,12.91
Sword & Shield,,swsh7-227,Evolving Skies,Pokémon,Rare Secret,227,Inteleon,818,8/27/2021,,25.02,,25.02
Sword & Shield,,swsh7-228,Evolving Skies,Pokémon,Rare Secret,228,Cresselia,488,8/27/2021,,16.4,,16.4
Sword & Shield,,swsh7-229,Evolving Skies,Trainer,Rare Secret,229,Boost Shake,,8/27/2021,,4.86,,4.86
Sword & Shield,,swsh7-230,Evolving Skies,Trainer,Rare Secret,230,Crystal Cave,,8/27/2021,,14.86,,14.86
Sword & Shield,,swsh7-231,Evolving Skies,Trainer,Rare Secret,231,Full Face Guard,,8/27/2021,,5.11,,5.11
Sword & Shield,,swsh7-232,Evolving Skies,Trainer,Rare Secret,232,Stormy Mountains,,8/27/2021,,9.25,,9.25
Sword & Shield,,swsh7-233,Evolving Skies,Trainer,Rare Secret,233,Toy Catcher,,8/27/2021,,4.07,,4.07
Sword & Shield,,swsh7-234,Evolving Skies,Trainer,Rare Secret,234,Turffield Stadium,,8/27/2021,,7.01,,7.01
Sword & Shield,,swsh7-235,Evolving Skies,Energy,Rare Secret,235,Lightning Energy,,8/27/2021,,15.82,,15.82
Sword & Shield,,swsh7-236,Evolving Skies,Energy,Rare Secret,236,Darkness Energy,,8/27/2021,,16.9,,16.9
Sword & Shield,,swsh7-237,Evolving Skies,Energy,Rare Secret,237,Metal Energy,,8/27/2021,,13.81,,13.81
Sword & Shield,,,Celebrations,Pokémon,Rare,1,Ho-Oh,250,10/8/2021,,0.12,,0.12
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,2,Blastoise,9,10/8/2021,,6.5,,6.5
Sword & Shield,,,Celebrations,Pokémon,Rare,2,Reshiram,643,10/8/2021,,0.1,,0.1
Sword & Shield,,,Celebrations,Pokémon,Rare,3,Kyogre,382,10/8/2021,,0.12,,0.12
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,4,Charizard,6,10/8/2021,,85.71,,85.71
Sword & Shield,,,Celebrations,Pokémon,Rare,4,Palkia,484,10/8/2021,,0.08,,0.08
Sword & Shield,,,Celebrations,Pokémon,Rare Holo,5,Pikachu,25,10/8/2021,,0.37,,0.37
Sword & Shield,,,Celebrations,Pokémon,V,6,Flying Pikachu V,25,10/8/2021,,0.83,,0.83
Sword & Shield,,,Celebrations,Pokémon,VM,7,Flying Pikachu VMAX,25,10/8/2021,,1.99,,1.99
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,8,Dark Gyarados,130,10/8/2021,,1.2,,1.2
Sword & Shield,,,Celebrations,Pokémon,V,8,Surfing Pikachu V,25,10/8/2021,,0.75,,0.75
Sword & Shield,,,Celebrations,Pokémon,VM,9,Surfing Pikachu VMAX,25,10/8/2021,,2.12,,2.12
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,9,Team Magma’s Groudon,383,10/8/2021,,0.76,,0.76
Sword & Shield,,,Celebrations,Pokémon,Rare,10,Zekrom,644,10/8/2021,,0.09,,0.09
Sword & Shield,,,Celebrations,Pokémon,Rare Holo,11,Mew,151,10/8/2021,,0.23,,0.23
Sword & Shield,,,Celebrations,Pokémon,Rare,12,Xerneas,716,10/8/2021,,0.07,,0.07
Sword & Shield,,,Celebrations,Pokémon,Rare,13,Cosmog,789,10/8/2021,,0.07,,0.07
Sword & Shield,,,Celebrations,Pokémon,Rare,14,Cosmoem,790,10/8/2021,,0.08,,0.08
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,15,Venusaur,3,10/8/2021,,5.32,,5.32
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,15,Rocket’s Zapdos,145,10/8/2021,,1.15,,1.15
Sword & Shield,,,Celebrations: Classic Collection,Trainer,Classic Collection,15,Here Comes Team Rocket!,,10/8/2021,,0.43,,0.43
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,15,Claydol,344,10/8/2021,,0.38,,0.38
Sword & Shield,,,Celebrations,Pokémon,Rare Holo,15,Lunala,792,10/8/2021,,0.13,,0.13
Sword & Shield,,,Celebrations,Pokémon,V,16,Zacian V,888,10/8/2021,,0.78,,0.78
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,17,Umbreon ★,197,10/8/2021,,32.99,,32.99
Sword & Shield,,,Celebrations,Pokémon,Rare,17,Groudon,383,10/8/2021,,0.1,,0.1
Sword & Shield,,,Celebrations,Pokémon,V,18,Zamazenta V,889,10/8/2021,,0.75,,0.75
Sword & Shield,,,Celebrations,Pokémon,Rare,19,Yveltal,717,10/8/2021,,0.08,,0.08
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,20,Cleffa,173,10/8/2021,,0.85,,0.85
Sword & Shield,,,Celebrations,Pokémon,Rare,20,Dialga,483,10/8/2021,,0.11,,0.11
Sword & Shield,,,Celebrations,Pokémon,Rare Holo,21,Solgaleo,791,10/8/2021,,0.14,,0.14
Sword & Shield,,,Celebrations,Pokémon,Rare,22,Lugia,249,10/8/2021,,0.12,,0.12
Sword & Shield,,,Celebrations,Trainer,Rare Holo,23,Professor’s Research (Professor Oak),,10/8/2021,,0.24,,0.24
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,24,_____’s Pikachu,25,10/8/2021,,6.05,,6.05
Sword & Shield,,,Celebrations,Trainer,Rare Ultra,24,Professor’s Research (Professor Oak),,10/8/2021,,1.56,,1.56
Sword & Shield,,,Celebrations,Pokémon,Rare Holo,25,Mew,151,10/8/2021,,48.17,,48.17
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,54,Mewtwo-EX,150,10/8/2021,,13.8,,13.8
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,60,Tapu Lele-GX,,10/8/2021,,9.88,,9.88
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,66,Shining Magikarp,129,10/8/2021,,23.68,,23.68
Sword & Shield,,,Celebrations: Classic Collection,Trainer,Classic Collection,73,Imposter Professor Oak,,10/8/2021,,0.34,,0.34
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,76,M Rayquaza-EX,384,10/8/2021,,15.11,,15.11
Sword & Shield,,,Celebrations: Classic Collection,Trainer,Classic Collection,86,Rocket’s Admin.,,10/8/2021,,0.47,,0.47
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,88,Mew ex,151,10/8/2021,,6.03,,6.03
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,93,Gardevoir ex,282,10/8/2021,,10.77,,10.77
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,97,Xerneas-EX,716,10/8/2021,,9,,9
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,107,Donphan,232,10/8/2021,,1.95,,1.95
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,109,Luxray GL LV.X,405,10/8/2021,,2.68,,2.68
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,113,Reshiram,643,10/8/2021,,5.02,,5.02
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,114,Zekrom,644,10/8/2021,,4.7,,4.7
Sword & Shield,,,Celebrations: Classic Collection,Pokémon,Classic Collection,145,Garchomp C LV.X,445,10/8/2021,,3.02,,3.02
Sword & Shield,,swsh8-1,Fusion Strike,Pokémon,Common,1,Caterpie,10,11/12/2021,0.08,,0.16,0.16
Sword & Shield,,swsh8-2,Fusion Strike,Pokémon,Uncommon,2,Metapod,11,11/12/2021,0.04,,0.18,0.18
Sword & Shield,,swsh8-3,Fusion Strike,Pokémon,Rare Holo,3,Butterfree,12,11/12/2021,,0.41,0.55,0.55
Sword & Shield,,swsh8-4,Fusion Strike,Pokémon,Common,4,Shroomish,285,11/12/2021,0.06,,0.18,0.18
Sword & Shield,,swsh8-5,Fusion Strike,Pokémon,Uncommon,5,Breloom,286,11/12/2021,0.08,,0.23,0.23
Sword & Shield,,swsh8-6,Fusion Strike,Pokémon,Rare Holo V,6,Breloom V,286,11/12/2021,,1.34,,1.34
Sword & Shield,,swsh8-7,Fusion Strike,Pokémon,Common,7,Pansage,511,11/12/2021,0.04,,0.2,0.2
Sword & Shield,,swsh8-8,Fusion Strike,Pokémon,Uncommon,8,Simisage,512,11/12/2021,0.04,,0.18,0.18
Sword & Shield,,swsh8-9,Fusion Strike,Pokémon,Common,9,Sewaddle,540,11/12/2021,0.05,,0.2,0.2
Sword & Shield,,swsh8-10,Fusion Strike,Pokémon,Uncommon,10,Swadloon,541,11/12/2021,0.07,,0.24,0.24
Sword & Shield,,swsh8-11,Fusion Strike,Pokémon,Rare,11,Leavanny,542,11/12/2021,0.36,,0.26,0.36
Sword & Shield,,swsh8-12,Fusion Strike,Pokémon,Rare,12,Maractus,556,11/12/2021,0.14,,0.28,0.28
Sword & Shield,,swsh8-13,Fusion Strike,Pokémon,Common,13,Shelmet,616,11/12/2021,0.04,,0.27,0.27
Sword & Shield,,swsh8-14,Fusion Strike,Pokémon,Rare,14,Accelgor,617,11/12/2021,0.11,,0.29,0.29
Sword & Shield,,swsh8-15,Fusion Strike,Pokémon,Rare,15,Virizion,640,11/12/2021,0.13,,0.25,0.25
Sword & Shield,,swsh8-16,Fusion Strike,Pokémon,Common,16,Phantump,708,11/12/2021,0.06,,0.14,0.14
Sword & Shield,,swsh8-17,Fusion Strike,Pokémon,Uncommon,17,Trevenant,709,11/12/2021,0.07,,0.25,0.25
Sword & Shield,,swsh8-18,Fusion Strike,Pokémon,Common,18,Grubbin,736,11/12/2021,0.06,,0.15,0.15
Sword & Shield,,swsh8-19,Fusion Strike,Pokémon,Common,19,Dewpider,751,11/12/2021,0.04,,0.12,0.12
Sword & Shield,,swsh8-20,Fusion Strike,Pokémon,Rare,20,Araquanid,752,11/12/2021,0.17,,0.28,0.28
Sword & Shield,,swsh8-21,Fusion Strike,Pokémon,Rare Holo V,21,Tsareena V,763,11/12/2021,,1.43,,1.43
Sword & Shield,,swsh8-22,Fusion Strike,Pokémon,Rare Holo V,22,Rillaboom V,812,11/12/2021,,1.36,,1.36
Sword & Shield,,swsh8-23,Fusion Strike,Pokémon,Rare Holo VMAX,23,Rillaboom VMAX,812,11/12/2021,,2.56,,2.56
Sword & Shield,,swsh8-24,Fusion Strike,Pokémon,Common,24,Gossifleur,829,11/12/2021,0.03,,0.17,0.17
Sword & Shield,,swsh8-25,Fusion Strike,Pokémon,Uncommon,25,Eldegoss,830,11/12/2021,0.04,,0.21,0.21
Sword & Shield,,swsh8-26,Fusion Strike,Pokémon,Rare Holo V,26,Appletun V,842,11/12/2021,,1.14,,1.14
Sword & Shield,,swsh8-27,Fusion Strike,Pokémon,Uncommon,27,Zarude,893,11/12/2021,0.06,,0.19,0.19
Sword & Shield,,swsh8-28,Fusion Strike,Pokémon,Common,28,Vulpix,37,11/12/2021,0.06,,0.19,0.19
Sword & Shield,,swsh8-29,Fusion Strike,Pokémon,Common,29,Vulpix,37,11/12/2021,0.1,,0.25,0.25
Sword & Shield,,swsh8-30,Fusion Strike,Pokémon,Uncommon,30,Ninetales,38,11/12/2021,0.16,,0.41,0.41
Sword & Shield,,swsh8-31,Fusion Strike,Pokémon,Uncommon,31,Ninetales,38,11/12/2021,0.23,,0.5,0.5
Sword & Shield,,swsh8-32,Fusion Strike,Pokémon,Common,32,Growlithe,58,11/12/2021,0.05,,0.14,0.14
Sword & Shield,,swsh8-33,Fusion Strike,Pokémon,Rare,33,Arcanine,59,11/12/2021,0.19,,0.35,0.35
Sword & Shield,,swsh8-34,Fusion Strike,Pokémon,Common,34,Slugma,218,11/12/2021,0.04,,0.11,0.11
Sword & Shield,,swsh8-35,Fusion Strike,Pokémon,Uncommon,35,Magcargo,219,11/12/2021,0.09,,0.15,0.15
Sword & Shield,,swsh8-36,Fusion Strike,Pokémon,Uncommon,36,Victini,494,11/12/2021,0.07,,0.21,0.21
